experiment,model_file,strategy_return,hs300_return,excess_return,max_drawdown,drawdown_days,recovery_days,recovered,exp_key,exp_dir_norm,score
model/search_itransformer_74_3\exp_66,best_model.pth,1.0043176900000228,6.39611821790913,-5.3918005279091075,11.76178264014529,11,,False,search_itransformer_74_3/exp_66,model/search_itransformer_74_3/exp_66,-4.7443478744163095
model/search_itransformer_74_3\exp_66,best_model_sliding.pth,0.9828649500000397,6.39611821790913,-5.413253267909091,11.2233789803322,11,,False,search_itransformer_74_3/exp_66,model/search_itransformer_74_3/exp_66,-4.597843694472371
model/search_itransformer_74_3\exp_0,best_model.pth,0.8513541799999969,6.39611821790913,-5.544764037909133,11.32110332802127,11,,False,search_itransformer_74_3/exp_0,model/search_itransformer_74_3/exp_0,-4.719218537779122
model/search_itransformer_74_3\exp_13,best_model_sliding.pth,0.82512680000002,6.39611821790913,-5.57099141790911,5.834273097264144,11,,False,search_itransformer_74_3/exp_13,model/search_itransformer_74_3/exp_13,-3.091528634551968
model/search_itransformer_74_3\exp_11,best_model_sliding.pth,0.7318275100000271,6.39611821790913,-5.664290707909103,3.81939954169498,15,,False,search_itransformer_74_3/exp_11,model/search_itransformer_74_3/exp_11,-2.5523760708812144
model/search_itransformer_74_3\exp_38,best_model.pth,0.6152484200000252,6.39611821790913,-5.780869797909105,8.7531047321567,11,,False,search_itransformer_74_3/exp_38,model/search_itransformer_74_3/exp_38,-4.1140929910197315
model/search_itransformer_74_3\exp_38,best_model_sliding.pth,0.6152484200000252,6.39611821790913,-5.780869797909105,8.7531047321567,11,,False,search_itransformer_74_3/exp_38,model/search_itransformer_74_3/exp_38,-4.1140929910197315
model/search_itransformer_74_3\exp_12,best_model_sliding.pth,0.5887669500000303,6.39611821790913,-5.8073512679091,10.939854359268203,11,,False,search_itransformer_74_3/exp_12,model/search_itransformer_74_3/exp_12,-4.788654908153179
model/search_itransformer_74_3\exp_18,best_model_sliding.pth,0.3993900500000258,6.39611821790913,-5.9967281679091045,11.885960464702865,11,,False,search_itransformer_74_3/exp_18,model/search_itransformer_74_3/exp_18,-5.20505056978358
model/search_itransformer_74_3\exp_5,best_model_sliding.pth,0.38750421000000035,6.39611821790913,-6.00861400790913,9.077867975909784,13,,False,search_itransformer_74_3/exp_5,model/search_itransformer_74_3/exp_5,-4.370942911145674
model/search_itransformer_74_3\exp_5,best_model_sliding.pth,0.38750421000000035,6.39611821790913,-6.00861400790913,9.077867975909784,13,,False,search_itransformer_74_3/exp_5,model/search_itransformer_74_3/exp_5,-4.370942911145674
model/search_itransformer_74_3\exp_43,best_model.pth,0.33439915000001985,6.39611821790913,-6.06171906790911,4.314922681211879,3,,False,search_itransformer_74_3/exp_43,model/search_itransformer_74_3/exp_43,-2.979232864736289
model/search_itransformer_74_3\exp_0,best_model_sliding.pth,0.22089008000001353,6.39611821790913,-6.175228137909117,11.885960464702856,11,,False,search_itransformer_74_3/exp_0,model/search_itransformer_74_3/exp_0,-5.330000548783587
model/search_itransformer_74_3\exp_53,best_model.pth,0.11668206000001735,6.39611821790913,-6.279436157909113,3.8731301458680876,7,,False,search_itransformer_74_3/exp_53,model/search_itransformer_74_3/exp_53,-2.999097067133153
model/search_itransformer_74_3\exp_5,best_model.pth,-0.0066977699999859475,6.39611821790913,-6.402815987909117,10.479148581113693,13,,False,search_itransformer_74_3/exp_5,model/search_itransformer_74_3/exp_5,-5.067268478706837
model/search_itransformer_74_3\exp_5,best_model.pth,-0.0066977699999859475,6.39611821790913,-6.402815987909117,10.479148581113693,13,,False,search_itransformer_74_3/exp_5,model/search_itransformer_74_3/exp_5,-5.067268478706837
model/search_itransformer_74_3\exp_29,best_model.pth,-0.03515690999995602,6.39611821790913,-6.431275127909086,6.092873209756243,11,,False,search_itransformer_74_3/exp_29,model/search_itransformer_74_3/exp_29,-3.7713072652995807
model/search_itransformer_74_3\exp_53,best_model_sliding.pth,-0.12111415999996877,6.39611821790913,-6.5172323779090995,7.262156616097625,12,,False,search_itransformer_74_3/exp_53,model/search_itransformer_74_3/exp_53,-4.182262362202005
model/search_itransformer_74_3\exp_13,best_model.pth,-0.36607288000001237,6.39611821790913,-6.762191097909143,5.690414060595004,10,,False,search_itransformer_74_3/exp_13,model/search_itransformer_74_3/exp_13,-3.8822106995512486
model/search_itransformer_74_3\exp_57,best_model.pth,-0.7696828199999839,6.39611821790913,-7.165801037909114,4.636919593559577,10,,False,search_itransformer_74_3/exp_57,model/search_itransformer_74_3/exp_57,-3.848689317440601
model/search_itransformer_74_3\exp_44,best_model.pth,-1.1477854699999845,6.39611821790913,-7.543903687909115,8.063498470595913,11,,False,search_itransformer_74_3/exp_44,model/search_itransformer_74_3/exp_44,-5.141334835551502
model/search_itransformer_74_3\exp_11,best_model.pth,-1.3173125599999946,6.39611821790913,-7.7134307779091245,3.741696654741664,17,,False,search_itransformer_74_3/exp_11,model/search_itransformer_74_3/exp_11,-3.9634632537952346
model/search_itransformer_74_3\exp_16,best_model_sliding.pth,-1.7811356599999995,6.39611821790913,-8.17725387790913,4.972836953932966,11,,False,search_itransformer_74_3/exp_16,model/search_itransformer_74_3/exp_16,-4.657481513552629
